id	picture	segment 1	segment 2	segment 3	segment 4	segment 5	segment 6	segment 7	segment 8	segment 9	duration 1	duration 2	duration 3	duration 4	duration 5	duration 6	duration 7	duration 8	duration 9	trigger 1	trigger 2	trigger 3	trigger 4	trigger 5	trigger 6	trigger 7	trigger 8	trigger 9
13	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	13	102	13	108	109	13	104	13	106
11	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	11	102	11	108	109	11	104	11	106
32	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	32	103	32	108	109	32	105	32	106
37	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	37	102	37	108	109	37	105	37	106
29	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	29	103	29	108	109	29	105	29	106
31	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	31	103	31	108	109	31	105	31	106
19	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	19	103	19	108	109	19	105	19	106
21	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	21	103	21	108	109	21	105	21	106
43	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	43	102	43	108	109	43	105	43	106
47	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	47	102	47	108	109	47	105	47	106
1	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	1	102	1	108	109	1	104	1	106
35	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	35	102	35	108	109	35	105	35	106
4	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	4	102	4	108	109	4	104	4	106
51	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	51	103	51	108	109	51	104	51	106
12	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	12	102	12	108	109	12	104	12	106
15	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	15	102	15	108	109	15	104	15	106
22	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	22	103	22	108	109	22	105	22	106
23	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	23	103	23	108	109	23	105	23	106
14	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	14	102	14	108	109	14	104	14	106
30	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	30	103	30	108	109	30	105	30	106
62	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	62	103	62	108	109	62	104	62	106
63	forestroad.jpg	Sandra heeft al een tijdje een conflict met haar buren. Ze zet haar auto vaak op de parkeerplek voor de deur van haar buren. Haar buurman en buurvrouw beweren echter dat die plek speciaal voor hun auto is. Op een dag hoort Sandra van de andere buren dat haar buurman verongelukt is. Sandra aarzelt niet en loopt direct naar het huis van haar buren. Ze belt aan en haar buurvrouw doet de deur open.	Sandra bijt haar toe dat haar man toch een vervelende vent was en het waarschijnlijk verdiende om dood te gaan.	Sandra loopt weer naar huis en gaat verder met koken. Die avond pakt Sandra haar tablet en leest het financiële nieuws. Sandra heeft kort geleden veel van haar spaargeld in aandelen gestoken. Ze houdt sindsdien de markt goed in de gaten en nu maakt ze zich zorgen. Ze heeft slechte berichten gehoord en checkt de koersen van de aandelen in haar portfolio.	…	Sandra	is 	dolblij	als ze de gegevens doorleest	en haar aandelen in waarde verdubbbeld zijn!	18000	5000	15000	1000	1000	1000	1000	2500	2500	63	103	63	108	109	63	104	63	106
5	forestroad.jpg	Ruben zit op de bank met zijn laptop op schoot wanneer de bel gaat. Hij zet de laptop op de bank naast zich en staat op. Het is een pakketje voor iemand anders in het gebouw. Ruben neemt het aan en ziet op de pakbon staan dat het een geluidsinstallatie is. Ruben gaat weer verder met waar hij mee bezig was. Later die dag gaat de deurbel en het is de buurvrouw die haar pakketje komt halen.	"Ruben doet net of hij geen pakje heeft en houdt stug vol tot ze weg gaat, de stereo zet hij in zijn slaapkamer."	De volgende dag is Ruben onderweg naar huis van de supermarkt. Hij heeft twee volle en zware tassen boodschappen. Bij de stoplichten zet hij de tassen naast zich neer en wacht op groen. Wanneer het groen wordt pakt hij de tassen op en haast zich naar de overkant. Bijna aan de overkant struikelt Ruben over de stoeprand en valt tegen de man voor hem aan.	…	Ruben	wordt	witheet	wanneer de man voor hem	hem een duw geeft en hij dus keihard valt	18000	5000	15000	1000	1000	1000	1000	2500	2500	5	102	5	108	109	5	104	5	106
50	forestroad.jpg	"Marco heeft al vier dagen overgewerkt. Vandaag wil hij eerder naar huis en dus werkt hij hard door. Hij heeft een lijst gemaakt van alles wat hij vandaag per se moet doen. Met uitzondering van een korte lunchpauze werkt Marco in één ruk door. Rond vier uur is hij bijna klaar met alles op zijn lijstje. Wanneer hij met het allerlaatste klusje bezig is komt hij er achter dat hij iets belangrijks is vergeten. Zijn collega's hebben bepaalde informatie niet ontvangen. Zonder deze informatie kunnen ze niet verder, maar het zou minstens twee uur duren om het klaar te maken."	"Marco wil zijn collega's niet laten zitten en opzadelen met zijn fout, dus werkt hij toch maar weer over om het af te krijgen."	"Later die avond, wanneer Marco eindelijk klaar is met zijn werk, gaat hij op weg naar huis. Onderweg stopt hij bij een afhaal restaurant om iets te eten te halen. Hij heeft geen zin om ook nog te koken. Marco bestelt en gaat dan rustig zitten wachten tot zijn bestelling klaar is. Ondertussen speelt hij wat met zijn telefoon en sms't met een vriend."	…	Marco	is 	woest	als een half uur later blijkt dat	ze zijn bestelling compleet vergeten zijn	18000	5000	15000	1000	1000	1000	1000	2500	2500	50	103	50	108	109	50	104	50	106
36	forestroad.jpg	"Marjolein heeft vanavond een date. Het is een blind date, maar de vriendin die het heeft geregeld zweert dat het echt een leuke vent is. Marjolein is ’s middags alvast bezig zich klaar te maken. Ze heeft een mooie outfit klaargelegd en haar haar en make-up gedaan. Om een uur of 1800 gaat ze van huis op weg naar de date. Ze hebben afgesproken bij het restaurant waar ze gaan eten. Marjolein pakt de bus de stad in, ze wil niet fietsen met deze rok aan. Eenmaal bij het restaurant aangekomen ziet ze een man buiten staan wachten, dat moet hem zijn. Ze loopt er naar toe en zegt hoi, waarop hij zich naar haar omdraait."	"Marjolein vindt het totaal geen aantrekkelijke vent en dat zegt ze ook maar meteen, ze wil niet met zo'n lelijke vent gezien worden."	"De volgende dag is Marjolein op weg naar de bushalte. Ze is al aan de late kant en in de verte ziet ze de bus al aankomen. Ze zou het misschien halen als ze het op een rennen zet. Dat doet ze dan ook maar. Ze houdt haar tas goed vast en begint te joggen. De bus is al bijna bij de halte, maar er staan veel mensen te wachten, ze zou het kunnen halen!"	…	Marjolein	voelt	blijdschap	als de buschauffeur haar ziet	en even rustig op haar wacht zodat ze nog mee kan	18000	5000	15000	1000	1000	1000	1000	2500	2500	36	102	36	108	109	36	105	36	106
